50000	4.647
50000	5.231
50000	2.725
50000	3.166
50000	2.693
50000	2.504
50000	2.527
50000	2.463
50000	2.491
50000	2.475
100000	2.643
100000	2.732
100000	2.719
100000	2.83
100000	2.868
100000	2.605
100000	2.825
100000	2.953
100000	2.585
100000	2.764
150000	3.232
150000	3.091
150000	3.191
150000	3.147
150000	3.356
150000	3.236
150000	3.099
150000	3.205
150000	3.154
150000	3.134
200000	3.163
200000	3.166
200000	3.265
200000	3.305
200000	3.197
200000	3.179
200000	3.319
200000	3.201
200000	3.179
200000	3.202
250000	3.928
250000	3.464
250000	3.423
250000	3.22
250000	4.562
250000	3.478
250000	3.343
250000	3.278
250000	3.427
250000	3.393
300000	3.597
300000	3.737
300000	3.707
300000	3.653
300000	3.676
300000	3.639
300000	3.815
300000	3.537
300000	3.606
300000	3.682
