50000	2.331
50000	2.248
50000	2.31
50000	2.317
50000	3.034
50000	3.753
50000	1.839
50000	1.819
50000	1.846
50000	1.864
100000	2.22
100000	2.058
100000	1.893
100000	1.849
100000	2.103
100000	1.894
100000	1.95
100000	2.088
100000	2.128
100000	1.88
150000	2.143
150000	1.993
150000	1.994
150000	2.056
150000	2.074
150000	2.022
150000	2.057
150000	2.067
150000	2.285
150000	2.22
200000	2.304
200000	2.206
200000	2.064
200000	2.203
200000	2.198
200000	2.174
200000	2.289
200000	2.356
200000	2.333
200000	2.356
250000	2.217
250000	2.324
250000	2.347
250000	2.172
250000	2.443
250000	2.244
250000	2.353
250000	2.193
250000	2.209
250000	2.17
300000	2.278
300000	2.261
300000	2.236
300000	2.289
300000	2.399
300000	2.306
300000	2.24
300000	2.165
300000	2.294
300000	2.482
