364	    0.006
364	    0.002
364	    0.003
364	    0.002
364	    0.001
364	    0.002
364	    0.001
364	    0.001
364	    0.002
364	    0.002
364	    0.002
364	    0.001
364	    0.001
364	    0.002
364	    0.001
364	    0.002
364	    0.002
364	    0.001
364	    0.001
364	    0.002
52400	0.053
52400	0.043
52400	0.034
52400	0.044
52400	0.045
52400	0.038
52400	0.027
52400	0.026
52400	0.022
52400	0.016
52400	0.014
52400	0.014
52400	0.015
52400	0.014
52400	0.014
52400	0.013
52400	0.012
52400	0.013
52400	0.013
52400	0.013
2000000	1.263
2000000	0.853
2000000	0.728
2000000	0.723
2000000	0.849
2000000	0.873
2000000	0.74
2000000	0.803
2000000	0.857
2000000	0.736
2000000	0.732
2000000	0.715
2000000	0.667
2000000	0.701
2000000	0.719
2000000	0.74
2000000	0.704
2000000	0.71
2000000	0.624
2000000	0.714
