50000	16.221
50000	8.779
50000	8.519
50000	8.448
50000	9.254
50000	8.438
50000	7.806
50000	8.321
50000	8.69
50000	8.335
100000	9.004
100000	8.775
100000	8.961
100000	8.499
100000	8.161
100000	10.764
100000	10.708
100000	10.612
100000	9.238
100000	9.58
150000	10.031
150000	10.255
150000	10.353
150000	10.044
150000	10.546
150000	10.11
150000	9.647
150000	13.184
150000	10.825
150000	10.201
200000	11.658
200000	10.641
200000	11.717
200000	11.42
200000	10.262
200000	9.727
200000	9.796
200000	10.363
200000	9.746
200000	13.619
250000	14.328
250000	12.129
250000	10.049
250000	10.817
250000	11.859
250000	11.921
250000	10.727
250000	10.193
250000	12.177
250000	10.665
300000	11.778
300000	13.374
300000	12.837
300000	12.036
300000	12.41
300000	12.669
300000	12.201
300000	12.489
300000	13.962
300000	12.203
