364	    0.007
364	    0.004
364	    0.002
364	    0.002
364	    0.002
364	    0.001
364	    0.001
364	    0.001
364	    0.001
364	    0.001
364	    0.001
364	    0.001
364	    0.001
364	    0.001
364	    0.001
364	    0.002
364	    0.001
364	    0.001
364	    0.001
364	    0.001
52400	0.06
52400	0.048
52400	0.041
52400	0.048
52400	0.041
52400	0.043
52400	0.042
52400	0.022
52400	0.015
52400	0.015
52400	0.013
52400	0.015
52400	0.014
52400	0.013
52400	0.018
52400	0.013
52400	0.012
52400	0.013
52400	0.017
52400	0.019
2000000	1.319
2000000	0.825
2000000	0.832
2000000	0.836
2000000	0.8
2000000	0.768
2000000	0.728
2000000	0.593
2000000	0.925
2000000	0.835
2000000	0.721
2000000	0.751
2000000	0.76
2000000	0.842
2000000	0.75
2000000	0.744
2000000	0.617
2000000	0.838
2000000	0.839
2000000	0.714
