50000	4.21
50000	2.353
50000	4.331
50000	3.262
50000	2.143
50000	2.481
50000	2.113
50000	1.98
50000	2.107
50000	2.061
100000	2.322
100000	2.212
100000	2.139
100000	2.151
100000	2.277
100000	2.116
100000	2.108
100000	2.159
100000	2.009
100000	2.215
150000	2.499
150000	2.576
150000	2.642
150000	2.636
150000	2.515
150000	2.595
150000	2.685
150000	2.627
150000	2.43
150000	2.522
200000	2.454
200000	2.59
200000	2.582
200000	2.514
200000	2.628
200000	2.607
200000	2.568
200000	2.615
200000	2.585
200000	2.591
250000	2.644
250000	2.704
250000	2.698
250000	2.663
250000	2.599
250000	2.743
250000	2.701
250000	2.651
250000	2.918
250000	3.084
300000	3.227
300000	2.969
300000	2.901
300000	2.982
300000	3.103
300000	3.06
300000	2.862
300000	2.902
300000	2.946
300000	2.886
