2000000	2.296
2000000	1.676
2000000	1.801
2000000	1.773
2000000	1.892
2000000	1.736
2000000	1.644
2000000	1.83
2000000	1.76
2000000	1.7
2000000	1.814
2000000	1.861
2000000	1.71
2000000	1.9
2000000	1.927
2000000	1.801
2000000	1.699
2000000	1.635
2000000	1.791
2000000	1.724
1026400	1.496
1026400	0.971
1026400	1.106
1026400	0.933
1026400	0.987
1026400	0.95
1026400	0.927
1026400	0.969
1026400	1.087
1026400	0.914
1026400	1.082
1026400	0.886
1026400	1.089
1026400	1.176
1026400	1.198
1026400	0.965
1026400	1.032
1026400	1.061
1026400	1.077
1026400	0.956
82767	0.101
82767	0.071l
82767	0.058
82767	0.035
82767	0.035
82767	0.035
82767	0.037
82767	0.034
82767	0.036
82767	0.046
82767	0.051
82767	0.029
82767	0.028
82767	0.034
82767	0.041
82767	0.041
82767	0.048
82767	0.038
82767	0.029
82767	0.034
129769	0.111
129769	0.086
129769	0.072
129769	0.063
129769	0.055
129769	0.064
129769	0.052
129769	0.044
129769	0.042
129769	0.041
129769	0.054
129769	0.045
129769	0.048
129769	0.043
129769	0.055
129769	0.056
129769	0.05
129769	0.036
129769	0.037
129769	0.036
159736	0.174
159736	0.128
159736	0.076
159736	0.078
159736	0.08
159736	0.084
159736	0.07
159736	0.08
159736	0.087
159736	0.1
159736	0.104
159736	0.072
159736	0.064
159736	0.05
159736	0.047
159736	0.05
159736	0.075
159736	0.057
159736	0.057
159736	0.059
159736	0.192
159736	0.136
159736	0.094
159736	0.096
159736	0.074
159736	0.076
159736	0.065
159736	0.063
159736	0.11
159736	0.084
159736	0.061
159736	0.064
159736	0.055
159736	0.068
159736	0.055
159736	0.067
159736	0.063
159736	0.058
159736	0.053
159736	0.066
