2000000	2.95
2000000	2.026
2000000	1.996
2000000	2.135
2000000	2.163
2000000	2.003
2000000	1.948
2000000	1.912
2000000	1.917
2000000	1.92
2000000	1.989
2000000	1.982
2000000	1.884
2000000	1.988
2000000	1.826
2000000	1.901
2000000	2.056
2000000	1.878
2000000	1.919
2000000	2.091
1026400	1.522
1026400	0.994
1026400	0.94
1026400	0.943
1026400	0.983
1026400	1.006
1026400	1.027
1026400	1.074
1026400	0.942
1026400	1.097
1026400	0.981
1026400	0.899
1026400	0.972
1026400	0.954
1026400	0.935
1026400	0.898
1026400	0.965
1026400	0.969
1026400	1.06
1026400	0.975
82767	0.123
82767	0.059
82767	0.046
82767	0.037
82767	0.043
82767	0.045
82767	0.044
82767	0.044
82767	0.041
82767	0.044
82767	0.046
82767	0.044
82767	0.038
82767	0.036
82767	0.038
82767	0.035
82767	0.035
82767	0.04
82767	0.039
82767	0.043
129769	0.117
129769	0.074
129769	0.052
129769	0.05
129769	0.055
129769	0.06
129769	0.06
129769	0.051
129769	0.048
129769	0.046
129769	0.047
129769	0.046
129769	0.053
129769	0.057
129769	0.049
129769	0.044
129769	0.04
129769	0.06
129769	0.046
129769	0.043
159736	0.176
159736	0.113
159736	0.066
159736	0.073
159736	0.079
159736	0.077
159736	0.071
159736	0.061
159736	0.062
159736	0.072
159736	0.086
159736	0.077
159736	0.065
159736	0.056
159736	0.056
159736	0.055
159736	0.057
159736	0.06
159736	0.054
159736	0.058
159736	0.176
159736	0.124
159736	0.104
159736	0.099
159736	0.088
159736	0.093
159736	0.096
159736	0.085
159736	0.105
159736	0.096
159736	0.077
159736	0.079
159736	0.049
159736	0.052
159736	0.087
159736	0.089
159736	0.099
159736	0.109
159736	0.102
159736	0.089
