50000	8.126
50000	8.37
50000	8.172
50000	10.906
50000	8.397
50000	8.602
50000	7.194
50000	7.056
50000	6.802
50000	7.105
100000	7.454
100000	7.516
100000	7.447
100000	7.504
100000	7.581
100000	7.483
100000	7.592
100000	15.695
100000	8.325
100000	13.576
150000	11.915
150000	10.476
150000	8.213
150000	8.102
150000	8.595
150000	8.631
150000	8.198
150000	8.162
150000	8.233
150000	8.022
200000	11.158
200000	8.631
200000	8.663
200000	9.148
200000	9.041
200000	11.85
200000	8.981
200000	14.374
200000	8.893
200000	9.214
250000	9.656
250000	8.492
250000	9.565
250000	8.795
250000	12.94
250000	9.955
250000	10.571
250000	9.362
250000	9.11
250000	11.773
300000	9.438
300000	14.012
300000	9.188
300000	9.867
300000	9.999
300000	9.503
300000	9.703
300000	10.107
300000	9.307
300000	11.366
