50000	10.032
50000	7.459
50000	8.472
50000	9.17
50000	10.501
50000	9.708
50000	8.004
50000	8.217
50000	8.295
50000	8.29
100000	8.532
100000	8.584
100000	8.991
100000	9.061
100000	10.337
100000	8.711
100000	10.249
100000	14.036
100000	8.369
100000	12.668
150000	10.271
150000	7.942
150000	9.061
150000	8.944
150000	8.955
150000	8.9
150000	9.183
150000	11.72
150000	8.717
150000	8.807
200000	8.906
200000	9.742
200000	11.511
200000	9.209
200000	11.497
200000	8.942
200000	9.083
200000	9.204
200000	9.798
200000	9.186
250000	10.775
250000	9.862
250000	9.496
250000	9.158
250000	15.878
250000	9.309
250000	10.737
250000	10.363
250000	9.487
250000	8.679
300000	9.607
300000	9.522
300000	12.216
300000	9.717
300000	9.548
300000	12.201
300000	10.986
300000	12.306
300000	9.607
300000	11.559
